,Content
312,"- O @govbr atingiu nesta semana a marca de 1.500 serviços digitalizados desde janeiro de 2019.

- A digitalização dos serviços públicos desde janeiro de 2019 gerou, desburocratizações e economia de R$ 3 bilhões por ano ao cidadão e ao estado."
313,- SuperInfra / mais dois leilões bem sucedidos: no Porto de Maceió/AL e o Terminal Salineiro de Areia Branca/RN. R$ 222 milhões de investimentos privados que potencializarão ainda mais o setor portuário e gerar emprego para cerca de 3 mil chefes de família. @MInfraestrutura
314,- ALAGOAS / RIO GRANDE DO NORTE: Mais 2 leilões portuários bem-sucedidos nessa segunda rodada de leilões da SuperInfra que vão potencializar ainda mais o setor portuário e gerar emprego para cerca de 3 mil pais de família. @MInfraestrutura @tarcisiogdf
315,"- O @JusticaGovBR alcançou número recorde de leilões de bens apreendidos em operações policiais de janeiro a outubro deste ano, em comparação com o total realizado em 2020. Foram vendidos mais de 3 mil itens e arrecadados cerca de RS 105 milhões! @andersongtorres"
316,"- O país inteiro recebe em choque a notícia do passamento da jovem cantora sertaneja Marília Mendonça, uma das maiores artistas de sua geração, que com sua voz única, seu carisma e sua música conquistou o carinho e a admiração de todos nós."
317,"- A instalação da primeira unidade da Universidade de Oxford das Américas em território brasileiro é resultado de uma parceria inédita entre o @govbr e a universidade britânica. A medida foi celebrada com a assinatura, nessa quarta-feira (27/10), de um termo de compromisso."
318,"- Mesmo com o fique em casa a economia a gente vê depois, o Brasil criou 2,5 milhões de empregos com carteira assinada de janeiro a setembro de 2021. Em setembro, o país abriu 314 mil postos de trabalho. É o 8º mês seguido na criação de empregos formais.

Fonte: Caged"
319,"- Resultado das ações de combate ao tráfico de drogas, foram incineradas, na última semana, 12,5 toneladas de entorpecentes apreendidos na região de Presidente Prudente (SP)."
320,"- Mais uma: o @govbr autorizou a destinação de um imóvel da União ao município de Aracaju, no Sergipe, para a construção de 643 unidades habitacionais para a população de baixa renda. No local também será implementada infraestrutura urbana, como iluminação e saneamento básico."
321,"-MINAS GERAIS: O novo terminal de passageiros do Aeroporto de Uberlândia está pronto. Triângulo Mineiro, na próxima segunda (25/10) o @MInfraestrutura novamente estará presente inaugurando o terminal e finalmente entregar a Trincheira do Taiaman na passagem da BR-365 pela cidade."
322,"-Em + uma das muitas rodadas, o @govbr (Camex) zerou o imposto de importação de novas listas de bens de capital.

-São eles: equipamentos médico-hospitalares, como sistemas de mamografia digital para triagem e diagnósticos, produtos no tratamento de anemia, esclerose múltipla…"
323,"- Lançado o Programa LABCRIE (Laboratório de Criatividade e Inovação para a Educação Básica). Por meio da iniciativa, cada estado do país poderá ter um laboratório de tecnologia para formação continuada de professores e gestores de escolas públicas. @MEC_Comunicacao @mribeiroMEC"
324,"- MAIS SOBRE QUE NÃO TE CONTAM: - Pronampre já disponibilizou R$ 25 bilhões para micro e pequenas em 2021.

- Emprego e Renda em 2020, o Pronampe atendeu 468 mil pequenas empresas."
325,"- Até novembro, 10 cidades vão receber ecopontos para coleta de lixo eletroeletrônico e de aparelhos eletrônicos domésticos. Parte do programa Lixão Zero, a implantação do sistema de logística reversa busca acabar com o descarte de aparelhos em rios, terrenos baldios e lixões."
326,"- Tecnologia 100% nacional: Brasil apresenta a primeira bateria de nióbio do mundo que permitirá carros elétricos recarregarem em 6 minutos. A Volkswagen e a Toshiba já fecharam parceria para comercializarem a tecnologia.

.Mais informações nas redes sociais: @mcti @Astro_Pontes"
327,"Não Te Contaram:

. R$ 43 BILHÕES para as Unidas Básicas de Saúde – a porta de entrada para o SUS;

. R$ 4,3 BILHÕES investidos em UTIs convencionais;

. + de R$ 150 MILHÕES para fortalecer o tratamento e detecção precoce do câncer de mama e colo do útero; @govbr"
328,"- 12 de Outubro
- Dia de Nossa Senhora da Conceição Aparecida, padroeira do Brasil
- Que o Brasil seja abençoado por Deus, de modo que consigamos muito mais que prosperidade, mas também, juntos, chegar ao Reino dos Céus."
329,"- RECORDES: Aproximadamente 405 kg de cloridrato de cocaína foram apreendidos sábado (9) na BR116/RJ.

- Na sexta (8), outra equipe da @PRFBrasil já havia pego outros 15 Kg de cloridrato de cocaína. Apreensões geraram prejuízo às organizações criminosas de mais de R$ 75 MILHÕES."
330,"- O @govbr publicou, no Diário Oficial da União, os editais de licitação de quatro terminais portuários nos portos de Cabedelo (PB), Porto Alegre (RS), Imbituba (SC) e Itaguaí (RJ). Juntas, as áreas, que vão a leilão em novembro, devem receber R$ 138 milhões em investimentos."
331,"- Marco das Ferrovias Autorizadas criando as primeiras competições do novo modelo. Com o PróTrilhos se consolidando e a MP vigente, dia (7), o @MInfraestrutura anunciou MAIS 5 novos pedidos de autorizações, chegando a 19 no total. @tarcisiogdf"
332,"- Portaria do @govbr autoriza a doação, com encargos, de um imóvel da União à Fundação Oswaldo Cruz (Fiocruz), vinculada ao Ministério da Saúde. O objetivo é possibilitar a expansão da instituição e ampliar sua capacidade de atuação, principalmente contra a Covid-19."
333,"- Rondônia: o programa Wi Fi Brasil ultrapassou a marca de 400 pontos de conexão em 50 municípios do estado.

. A internet via satélite chega a 213 escolas, 51% do total de pontos dos estado.

. 70% do sinal para a área rural

. 96% dos municípios com acesso à internet"
334,"- Governos anteriores enviavam seu dinheiro para ditaduras comunistas no investimento de infraestrutura e outras iniciativas cabulosas. Hoje, os recursos do @bndes favorecem o brasileiro e de forma transparente."
335,"- O @govbr tem trabalhado para garantir que o país chegasse a 22.417 leitos de UTI já em 2019.

- Com o Covid, só se fortaleceu o trabalho do Executivo Federal, que habilitou mais de 20 mil leitos clínicos em 2020 e, até agosto de 2021, o Brasil chegou a 133.156 leitos clínicos."
336,"- Mais impostos Federais zerados: 

- @govbr zera imposto de importação de mais de 20 itens e Bens de Informática e Telecomunicações.

- Rádios, transmissores, telas “touchscreen” de LCD, conversores de sinal e módulos solares fotovoltaicos para geração de energia estão na lista."
337,"- O @govbr autoriza volta dos cruzeiros ao Brasil. Previsão de geração de 35.000 empregos e impacto de R$ 2,5 bilhões para a economia.

@MTurismo @gilsonmachadont @secomvc"
338,"-Até 08/2021, foram 20.194 títulos de propriedade rural entregues pelo @govbr .

-Só em 06/2021, foram mais de 50 mil documentos de titulação a famílias assentadas e ocupantes no Pará.

-É a maior entrega já feita.

-A maioria das famílias alcançadas aguardava há mais de 20 anos."
339,"1.000 dias do @MInfraestrutura 

 200 obras entregues;

 3.630km de pavimento novo (pavimentação, duplicação e reconstrução);

1 milhão de empregos diretos, indiretos e efeito-renda nos próximos anos.

 R$ 30 bi em concessões ferroviárias;

 14 pedidos de ferrovias privadas;"
340,"- Setembro Ferroviário: o novo marco das ferrovias autorizadas imaginávamos acolher 7 pedidos com um montante de R$ 30 bilhões em investimentos. Em 20 dias, já foram 14 pedidos de novas ferrovias privadas. R$ 80 bilhões em obras pelo Brasil. @MInfraestrutura"
341,"- Com metodologia focada na iniciação esportiva, o @MinCidadania lançou o Programa Vem Ser! Voltado para crianças e jovens de 8 a 17 anos de idade no esporte, o objetivo do programa é alcançar o desenvolvimento integral dos alunos tendo como princípio a inclusão social."
342,"- Um dia histórico para Nova Andradina/MS, nessa sexta-feira: produtores rurais agora estão com seus Contratos de Concessão de Uso em mãos. 

- São mais de 900 famílias dos assentamentos Teijin, Casa Verde, São João e Santa Olga. @TerezaCrisMS"
343,"- A cientista do Laboratório Nacional de Nanotecnologia (LNNano), Rubia Figueredo Gouveia, desenvolveu uma espuma ecológica capaz de absorver volumes de poluentes até 50 vezes superiores à sua massa. @mcti"
344,"- O Ministério da Ciência, Tecnologia e Inovações ( @mcti ), em parceria com a Fapesp , lançou na terça-feira (14) o Programa Centelha  SP, que visa apoiar a criação de startups e de empreendimentos inovadores no estado. @govbr"
345,🍕🥤🌃👍🏻
346,"- @govbr zera imposto de importação de medicamento e de dispositivos para pessoas com deficiência.

- Medida inclui anticorpo para tratamento de câncer metastático, próteses para pernas e equipamentos para acessibilidade na área de informática. @secomvc"
347,- O desempenho das contas públicas é resultado da combinação do crescimento de receitas próprias com o auxílio financeiro prestado pela União para o combate à Covid-19 a estados e municípios. @govbr @BancoCentralBR @secomvc
348,"- Somente no mês de agosto, o @JusticaGovBR (MJSP) arrecadou R$ 10 milhões com leilões de bens apreendidos em operações policiais. Foram 25 leilões organizados pela Secretaria Nacional de Política sobre Drogas nos quais estiveram disponíveis para arremates 234 itens."
349,"- O @govbr autorizou o repasse de mais R$ 1,1 bilhão para custeio de 24.614 leitos de UTI Covid-19 em todo o Brasil. A medida reforça e amplia o suporte ao Sistema Único de Saúde (SUS) para enfrentamento do coronavírus."
350,"- O @govbr está ampliando, ainda mais, os investimentos na atenção primária! O @minsaude , @mqueiroga2 , assinou 3 portarias que alcançam famílias ribeirinhas e adolescentes de todo Brasil: Serão 3 novas Unidades de Saúde Pluviais, 15 embarcações e 12 unidades de apoio."
351,- Viva a nossa Independência! Viva o nosso Brasil! Viva o povo brasileiro! 🇧🇷🇧🇷🇧🇷 👍
352,"- Na próxima terça-feira, 07/setembro, comemoraremos o nosso 199° aniversário da independência do Brasil."
353,"- No início desta semana ultrapassamos os EUA no percentual de vacinados contra a Covid-19 com pelo menos uma dose (61,1%). Já são mais de 223 milhões de doses distribuídas pelo nosso Governo aos estados e municípios. Brasil tem um dos melhores desempenhos em vacinação no mundo."
354,"- Todos sabem das consequências, internas e externas, de uma ruptura institucional, a qual não provocamos ou desejamos.

- De há muito, os ministros Alexandre de Moraes e Luís Roberto Barroso, do Supremo Tribunal Federal, extrapolam com atos os limites constitucionais."
355,"- Mais uma tentativa: Assinada MP que autoriza a venda direta de etanol por produtores ou importadores para revendedores varejistas. O texto dispensa a intermediação de agentes distribuidores e proporciona maior eficiência logística, com benefícios diretos aos consumidores."
356,"- O @govbr aumentou o valor da cota de isenção de importação de produtos usados no desenvolvimento de pesquisas científicas para US$ 193 milhões. O limite anterior era de US$ 93 milhões, o que representa um acréscimo de US$ 100 milhões."
357,"- ISENÇÃO DE PEDÁGIO PARA MOTOS.

- Até dezembro de 2021 as BRs 381/262 de Minas Gerais/Espírito Santo e a BR 116, Presidente Dutra (Rio/São Paulo), terão seus pedágios ZERADOS para motocicletas.

- Tal decisão contratual foi julgada e aprovada pelo TCU na última quarta-feira."
358,"O Presidente da República e o STF.

- O @govbr segue durante toda a pandemia, enviando recursos a Estados e Municípios, bem como material hospitalar. Mobilizou toda sua estrutura federal, incluindo as aeronaves da FAB, para transportar remédios, oxigênio e, sobretudo, pacientes."
359,"- O @govbr liberou mais R$ 688 MILHÕES para reforçar equipes de saúde, de agentes comunitários e de Unidades de Saúde da Família (USF) de mais de 2 mil municípios que pediram apoio ao @minsaude ."
360,"- INCENTIVO À CULTURA: Assinamos o decreto que regulamenta o Programa Nacional de Apoio à Cultura.

- O instrumento objetiva uma gestão eficiente, com controle de prestação de contas — e traz inédita valorização de Belas Artes e Arte Sacra.

@CulturaGovBr @mfriasoficial"
361,"- Por ter sido incluído nas Olimpíadas reduzi, em 20 de abril último, o imposto de importação dos skates de 20% para 2%.

- Parabenizo a jovem Rayssa Leal pela medalha de prata, orgulho para todos nós brasileiros."
362,". 1º semestre/2021

51 obras entregues
29 ativos leiloados
927km de rodovias
170km de nova ferrovia
R$ 18,89 bilhões em investimento privado contratado. @MInfraestrutura @portosdobrasil @DNIToficial @aviacaodobrasil @tarcisiogdf"
363,"- Defendemos, acima de tudo, a harmonia entre os Poderes, bem como a sua autonomia. É partindo deste princípio que jogamos, desde o início, dentro das quatro linhas da Constituição Federal. Dito isso, em respeito ao povo brasileiro, vetarei o aumento do fundão eleitoral."
364,- Encaminhei ao Senado Federal mensagem na qual proponho a recondução ao cargo de Procurador-Geral da República o Sr. Antônio Augusto Aras.
